user,session_times
83023,"2022-07-05 08:32:36 (item: 19271)
2022-07-05 08:39:35 (item: 1130)"
83040,"2022-06-08 16:09:04 (item: 13541)
2022-06-08 16:13:41 (item: 7065)"
83051,"2022-08-21 17:46:23 (item: 12810)
2022-08-21 17:47:34 (item: 18116)"
83059,"2022-08-17 03:45:27 (item: 3838)
2022-08-17 03:48:51 (item: 13639)"
83062,"2022-08-04 15:55:04 (item: 15784)
2022-08-04 15:56:07 (item: 4990)"
83064,"2022-08-06 05:03:15 (item: 18396)
2022-08-06 05:05:55 (item: 8098)

2022-08-13 06:02:11 (item: 7866)
2022-08-13 06:02:35 (item: 11351)"
83075,"2022-07-27 01:33:07 (item: 12469)
2022-07-27 01:40:43 (item: 415)"
83080,"2022-08-15 13:49:19 (item: 16788)
2022-08-15 13:54:53 (item: 15954)"
83083,"2021-10-23 05:12:16 (item: 7315)
2021-10-23 05:15:32 (item: 14631)"
83085,"2022-08-27 01:11:39 (item: 8064)
2022-08-27 01:18:44 (item: 19016)"
83090,"2022-09-09 13:22:03 (item: 15988)
2022-09-09 13:30:49 (item: 3127)
2022-09-09 13:33:44 (item: 1612)"
83091,"2022-07-16 10:28:44 (item: 12970)
2022-07-16 10:36:07 (item: 12091)"
83099,"2022-08-15 09:51:06 (item: 6278)
2022-08-15 09:55:42 (item: 9358)"
83116,"2022-07-02 13:41:55 (item: 10089)
2022-07-02 13:51:35 (item: 9605)"
83122,"2022-08-24 14:44:36 (item: 9891)
2022-08-24 14:46:53 (item: 552)"
83164,"2022-07-08 03:46:06 (item: 525)
2022-07-08 03:47:52 (item: 19261)"
83171,"2022-06-10 14:19:04 (item: 8361)
2022-06-10 14:24:25 (item: 4660)"
83173,"2022-08-18 08:44:35 (item: 1051)
2022-08-18 08:48:29 (item: 15998)"
83191,"2022-07-28 15:57:23 (item: 12184)
2022-07-28 15:57:38 (item: 18579)
2022-07-28 15:57:44 (item: 16394)"
83199,"2022-07-02 05:42:36 (item: 12352)
2022-07-02 05:45:53 (item: 11097)"
83230,"2022-08-21 20:22:31 (item: 3621)
2022-08-21 20:24:20 (item: 11321)
2022-08-21 20:24:45 (item: 8959)"
83232,"2022-06-27 00:04:13 (item: 11869)
2022-06-27 00:13:25 (item: 2025)"
83245,"2022-06-30 00:01:52 (item: 14507)
2022-06-30 00:06:32 (item: 16922)"
83249,"2022-09-02 10:44:08 (item: 5249)
2022-09-02 10:46:22 (item: 17498)"
83313,"2022-06-26 13:04:58 (item: 12067)
2022-06-26 13:07:53 (item: 14009)"
83319,"2022-09-07 14:16:11 (item: 15068)
2022-09-07 14:17:37 (item: 633)"
83335,"2022-08-20 09:36:50 (item: 4380)
2022-08-20 09:44:49 (item: 6331)

2022-08-26 03:04:30 (item: 18066)
2022-08-26 03:09:30 (item: 19484)"
83338,"2022-07-16 22:50:39 (item: 12400)
2022-07-16 22:54:21 (item: 5630)"
83343,"2022-07-22 01:26:51 (item: 10549)
2022-07-22 01:31:39 (item: 3158)"
83350,"2022-07-18 00:43:07 (item: 18969)
2022-07-18 00:44:22 (item: 10999)"
83360,"2022-06-14 14:57:59 (item: 6214)
2022-06-14 15:04:51 (item: 11907)"
83364,"2022-09-11 06:21:50 (item: 11576)
2022-09-11 06:22:06 (item: 11924)"
83394,"2022-07-12 13:28:12 (item: 8442)
2022-07-12 13:30:46 (item: 9890)

2022-07-26 05:04:13 (item: 10840)
2022-07-26 05:07:11 (item: 15528)

2022-07-31 06:00:52 (item: 18395)
2022-07-31 06:03:53 (item: 10322)"
83398,"2022-08-15 04:28:17 (item: 3260)
2022-08-15 04:29:29 (item: 6539)

2022-08-15 06:22:14 (item: 17318)
2022-08-15 06:23:37 (item: 13193)
2022-08-15 06:24:25 (item: 16255)
2022-08-15 06:26:16 (item: 57)

2022-09-09 14:11:43 (item: 11920)
2022-09-09 14:16:19 (item: 3614)"
83399,"2022-08-23 03:19:52 (item: 17163)
2022-08-23 03:19:56 (item: 1479)"
83421,"2022-07-19 02:03:41 (item: 9404)
2022-07-19 02:10:21 (item: 12106)

2022-08-29 16:19:52 (item: 14286)
2022-08-29 16:26:19 (item: 8782)
2022-08-29 16:33:20 (item: 13704)"
83429,"2022-06-27 02:13:19 (item: 11097)
2022-06-27 02:18:12 (item: 8710)"
83456,"2022-08-17 01:00:12 (item: 2285)
2022-08-17 01:00:32 (item: 10530)
2022-08-17 01:07:41 (item: 677)"
83477,"2022-09-09 11:17:49 (item: 10696)
2022-09-09 11:20:47 (item: 7608)"
83480,"2022-08-28 02:48:55 (item: 15881)
2022-08-28 02:54:18 (item: 1846)"
83485,"2022-07-31 06:27:22 (item: 7333)
2022-07-31 06:36:17 (item: 5836)"
83502,"2022-05-19 23:09:03 (item: 5600)
2022-05-19 23:12:32 (item: 4318)"
83522,"2022-08-02 21:31:08 (item: 16024)
2022-08-02 21:35:19 (item: 7005)

2022-09-04 03:48:44 (item: 12462)
2022-09-04 03:54:24 (item: 1005)"
83548,"2022-09-03 04:22:43 (item: 17704)
2022-09-03 04:32:04 (item: 4896)"
83558,"2022-04-01 11:41:51 (item: 4387)
2022-04-01 11:43:21 (item: 18887)"
83610,"2022-07-30 06:21:13 (item: 19699)
2022-07-30 06:26:32 (item: 17418)"
83618,"2022-05-14 08:15:53 (item: 1086)
2022-05-14 08:18:36 (item: 13010)"
83635,"2022-08-19 05:42:36 (item: 11411)
2022-08-19 05:43:53 (item: 2102)
2022-08-19 05:51:56 (item: 15738)"
83639,"2022-09-11 16:23:41 (item: 10548)
2022-09-11 16:23:49 (item: 1363)
2022-09-11 16:23:53 (item: 5789)
2022-09-11 16:23:57 (item: 1352)"
83659,"2022-07-27 18:24:18 (item: 12184)
2022-07-27 18:24:32 (item: 18579)"
83662,"2022-08-27 17:11:17 (item: 14257)
2022-08-27 17:18:25 (item: 17544)

2022-09-09 11:02:28 (item: 17072)
2022-09-09 11:05:29 (item: 10374)

2022-09-10 12:36:41 (item: 15242)
2022-09-10 12:37:22 (item: 6994)"
83673,"2022-08-06 15:40:07 (item: 2440)
2022-08-06 15:41:49 (item: 8594)"
83695,"2022-07-31 01:08:19 (item: 19535)
2022-07-31 01:12:36 (item: 8584)"
83702,"2022-06-24 01:19:24 (item: 4903)
2022-06-24 01:20:18 (item: 104)"
83714,"2022-08-13 03:37:04 (item: 15091)
2022-08-13 03:39:22 (item: 18658)"
83720,"2022-08-31 04:03:21 (item: 12789)
2022-08-31 04:11:19 (item: 9487)"
83726,"2022-07-09 01:40:38 (item: 7409)
2022-07-09 01:40:50 (item: 5478)"
83727,"2022-08-26 12:10:37 (item: 18806)
2022-08-26 12:12:28 (item: 13410)
2022-08-26 12:12:32 (item: 4966)
2022-08-26 12:13:55 (item: 7338)
2022-08-26 12:16:56 (item: 7149)
2022-08-26 12:20:53 (item: 13232)
2022-08-26 12:22:58 (item: 12187)
2022-08-26 12:23:33 (item: 13430)"
83728,"2022-07-18 01:41:18 (item: 13045)
2022-07-18 01:49:19 (item: 19315)"
83737,"2022-07-03 04:08:39 (item: 8388)
2022-07-03 04:10:13 (item: 15525)"
83739,"2022-05-06 09:19:32 (item: 19171)
2022-05-06 09:23:29 (item: 14751)"
83741,"2022-08-07 11:27:52 (item: 16981)
2022-08-07 11:33:53 (item: 9338)"
83742,"2022-08-28 12:25:06 (item: 10187)
2022-08-28 12:25:21 (item: 4583)"
83743,"2022-07-18 12:53:40 (item: 15102)
2022-07-18 12:57:01 (item: 5083)
2022-07-18 12:57:07 (item: 11813)
2022-07-18 12:57:19 (item: 7220)"
83748,"2022-09-12 06:00:16 (item: 10991)
2022-09-12 06:01:11 (item: 18994)"
83752,"2022-08-17 11:15:38 (item: 18518)
2022-08-17 11:25:15 (item: 10627)"
83764,"2022-07-21 06:24:35 (item: 5665)
2022-07-21 06:24:54 (item: 10767)"
83790,"2022-09-03 17:04:36 (item: 3600)
2022-09-03 17:04:52 (item: 1901)"
83827,"2022-09-06 01:41:07 (item: 1363)
2022-09-06 01:41:42 (item: 5789)
2022-09-06 01:41:49 (item: 1352)"
83844,"2022-08-18 07:01:27 (item: 15645)
2022-08-18 07:03:55 (item: 12097)"
83862,"2022-06-15 11:04:53 (item: 3325)
2022-06-15 11:06:31 (item: 6810)

2022-07-05 04:10:46 (item: 11984)
2022-07-05 04:10:57 (item: 13296)

2022-07-14 04:41:57 (item: 11642)
2022-07-14 04:44:09 (item: 15530)

2022-08-15 12:26:35 (item: 16255)
2022-08-15 12:28:03 (item: 6539)
2022-08-15 12:28:15 (item: 3260)"
83871,"2022-07-07 13:32:45 (item: 7730)
2022-07-07 13:36:47 (item: 15701)

2022-07-24 12:42:34 (item: 17851)
2022-07-24 12:46:37 (item: 17387)"
83904,"2022-08-04 12:07:00 (item: 7585)
2022-08-04 12:11:28 (item: 6651)"
83909,"2022-08-14 11:21:20 (item: 13612)
2022-08-14 11:26:02 (item: 18112)"
83913,"2022-08-18 13:58:58 (item: 17010)
2022-08-18 14:06:42 (item: 1568)"
83921,"2022-07-10 15:21:00 (item: 6288)
2022-07-10 15:24:25 (item: 450)"
83933,"2022-08-28 02:58:07 (item: 10278)
2022-08-28 03:02:01 (item: 11139)"
83935,"2022-08-18 05:28:07 (item: 3060)
2022-08-18 05:33:04 (item: 11547)

2022-09-01 11:09:23 (item: 9970)
2022-09-01 11:13:58 (item: 19603)"
83952,"2022-08-08 13:53:04 (item: 13704)
2022-08-08 13:54:24 (item: 11094)

2022-08-08 14:09:55 (item: 10308)
2022-08-08 14:11:16 (item: 14467)
2022-08-08 14:12:14 (item: 11745)
2022-08-08 14:12:45 (item: 7375)
2022-08-08 14:12:53 (item: 6581)
2022-08-08 14:13:17 (item: 13634)"
83960,"2022-08-03 09:53:33 (item: 9942)
2022-08-03 10:03:18 (item: 4700)"
83961,"2022-09-02 06:42:20 (item: 1671)
2022-09-02 06:45:24 (item: 2154)
2022-09-02 06:47:47 (item: 1923)"
83964,"2022-07-19 08:58:42 (item: 2700)
2022-07-19 09:04:41 (item: 13081)"
83966,"2022-06-21 15:36:00 (item: 19632)
2022-06-21 15:39:58 (item: 8541)"
83980,"2022-08-31 13:21:45 (item: 11205)
2022-08-31 13:22:09 (item: 7902)"
83981,"2022-08-19 14:27:31 (item: 15694)
2022-08-19 14:33:15 (item: 7434)"
84006,"2022-07-26 11:20:15 (item: 1994)
2022-07-26 11:22:40 (item: 10197)

2022-08-06 11:18:02 (item: 16341)
2022-08-06 11:19:35 (item: 3303)"
84026,"2022-09-05 10:39:45 (item: 14019)
2022-09-05 10:44:40 (item: 9060)"
84032,"2022-08-18 09:30:29 (item: 12362)
2022-08-18 09:38:19 (item: 14580)
2022-08-18 09:43:10 (item: 7939)
2022-08-18 09:47:47 (item: 9032)"
84044,"2022-08-18 03:18:39 (item: 12072)
2022-08-18 03:26:06 (item: 4250)"
84048,"2022-09-03 16:13:55 (item: 19121)
2022-09-03 16:15:43 (item: 7311)"
84058,"2022-07-03 08:24:48 (item: 3769)
2022-07-03 08:27:05 (item: 7835)"
84067,"2022-07-21 01:37:26 (item: 8360)
2022-07-21 01:45:01 (item: 4184)"
84076,"2022-06-29 08:26:56 (item: 17383)
2022-06-29 08:27:24 (item: 12352)

2022-07-05 13:54:46 (item: 16886)
2022-07-05 13:58:19 (item: 9139)"
84088,"2022-09-09 02:00:21 (item: 5048)
2022-09-09 02:06:01 (item: 11671)"
84098,"2022-09-12 02:12:02 (item: 9596)
2022-09-12 02:16:42 (item: 156)"
84113,"2022-08-09 07:46:44 (item: 18654)
2022-08-09 07:53:27 (item: 7096)

2022-08-28 01:38:14 (item: 9985)
2022-08-28 01:43:03 (item: 1198)"
84142,"2022-08-30 08:21:27 (item: 18348)
2022-08-30 08:26:45 (item: 19475)"
84151,"2022-06-22 16:52:31 (item: 1004)
2022-06-22 16:53:27 (item: 10854)"
84179,"2022-08-23 14:04:02 (item: 16128)
2022-08-23 14:05:03 (item: 2860)"
84189,"2022-08-13 09:50:49 (item: 13718)
2022-08-13 09:52:03 (item: 5925)"
84195,"2022-06-21 10:36:41 (item: 6100)
2022-06-21 10:39:49 (item: 7021)"
84196,"2022-07-25 16:19:53 (item: 7432)
2022-07-25 16:26:30 (item: 17815)"
84202,"2022-09-10 07:36:05 (item: 7861)
2022-09-10 07:39:02 (item: 15817)"
84209,"2022-08-12 14:19:46 (item: 18753)
2022-08-12 14:25:59 (item: 9167)"
84237,"2022-05-01 02:26:53 (item: 9937)
2022-05-01 02:30:33 (item: 16728)"
84245,"2022-09-02 11:31:44 (item: 8801)
2022-09-02 11:37:28 (item: 14744)"
84257,"2022-07-04 23:33:47 (item: 11415)
2022-07-04 23:41:34 (item: 12207)"
84303,"2022-08-24 22:43:50 (item: 10813)
2022-08-24 22:44:38 (item: 4479)"
84307,"2022-08-17 14:00:25 (item: 13790)
2022-08-17 14:02:11 (item: 8972)
2022-08-17 14:07:43 (item: 17954)

2022-08-22 04:16:28 (item: 7997)
2022-08-22 04:25:01 (item: 16289)"
84322,"2022-06-14 11:51:08 (item: 19632)
2022-06-14 11:55:26 (item: 8541)

2022-07-18 07:28:03 (item: 15022)
2022-07-18 07:33:41 (item: 15104)"
84335,"2022-08-20 08:48:46 (item: 14894)
2022-08-20 08:50:57 (item: 9619)"
84338,"2022-08-26 13:50:31 (item: 573)
2022-08-26 13:57:33 (item: 7628)"
84362,"2022-09-08 15:22:23 (item: 11735)
2022-09-08 15:27:09 (item: 17804)"
84373,"2022-08-05 14:01:20 (item: 18912)
2022-08-05 14:05:58 (item: 18769)"
84374,"2022-08-24 06:06:38 (item: 12325)
2022-08-24 06:14:29 (item: 7878)"
84380,"2022-09-09 23:06:24 (item: 14708)
2022-09-09 23:12:15 (item: 7649)"
84395,"2022-07-08 15:15:26 (item: 3291)
2022-07-08 15:17:55 (item: 795)"
84403,"2022-08-25 08:05:03 (item: 1169)
2022-08-25 08:13:37 (item: 2296)"
84404,"2022-08-01 05:03:26 (item: 13625)
2022-08-01 05:11:56 (item: 16848)"
84406,"2022-07-22 15:34:46 (item: 14430)
2022-07-22 15:41:29 (item: 649)"
84421,"2022-08-20 09:46:58 (item: 7524)
2022-08-20 09:56:08 (item: 6603)"
84425,"2022-07-18 11:47:41 (item: 7554)
2022-07-18 11:53:24 (item: 1375)"
84437,"2022-07-26 10:04:54 (item: 19731)
2022-07-26 10:11:17 (item: 9203)"
84465,"2022-08-31 10:24:45 (item: 1663)
2022-08-31 10:31:28 (item: 12097)"
84494,"2022-06-18 05:07:18 (item: 10033)
2022-06-18 05:12:39 (item: 7282)"
84497,"2022-07-17 09:59:10 (item: 16871)
2022-07-17 10:06:01 (item: 7421)"
84507,"2022-08-30 09:08:05 (item: 6349)
2022-08-30 09:10:23 (item: 18225)"
84510,"2022-07-23 07:35:06 (item: 10264)
2022-07-23 07:35:42 (item: 18928)"
84519,"2022-08-17 02:47:24 (item: 18110)
2022-08-17 02:55:08 (item: 14830)"
84521,"2022-08-26 01:13:15 (item: 6036)
2022-08-26 01:13:34 (item: 18785)"
84535,"2022-08-03 04:00:16 (item: 5237)
2022-08-03 04:01:05 (item: 14479)"
84537,"2022-09-02 09:09:18 (item: 12203)
2022-09-02 09:13:28 (item: 15477)"
84559,"2022-07-24 10:43:17 (item: 11683)
2022-07-24 10:43:35 (item: 16199)"
84577,"2022-08-19 14:22:19 (item: 5857)
2022-08-19 14:25:31 (item: 13749)"
84608,"2022-09-02 16:16:10 (item: 8936)
2022-09-02 16:16:15 (item: 12535)"
84614,"2022-08-20 13:16:31 (item: 9954)
2022-08-20 13:16:49 (item: 18)"
84621,"2022-07-29 16:59:58 (item: 18550)
2022-07-29 17:05:55 (item: 8360)"
84626,"2022-07-25 03:24:41 (item: 19731)
2022-07-25 03:27:53 (item: 1818)
2022-07-25 03:35:57 (item: 18843)

2022-07-25 07:50:08 (item: 12057)
2022-07-25 07:56:22 (item: 8117)"
84628,"2022-07-26 00:17:59 (item: 1815)
2022-07-26 00:18:31 (item: 19088)"
84645,"2022-08-10 13:17:22 (item: 16936)
2022-08-10 13:19:01 (item: 9806)"
84646,"2022-04-13 10:37:46 (item: 1511)
2022-04-13 10:39:46 (item: 4732)"
84651,"2022-09-07 09:14:56 (item: 5700)
2022-09-07 09:18:23 (item: 993)

2022-09-08 16:05:22 (item: 17071)
2022-09-08 16:14:19 (item: 13929)"
84656,"2022-08-19 08:52:51 (item: 19656)
2022-08-19 09:02:14 (item: 14420)"
84673,"2022-07-03 15:12:41 (item: 6342)
2022-07-03 15:14:35 (item: 10088)
2022-07-03 15:15:03 (item: 9972)
2022-07-03 15:15:17 (item: 4030)

2022-07-03 15:37:14 (item: 15122)
2022-07-03 15:37:41 (item: 1424)
2022-07-03 15:38:30 (item: 11316)"
84678,"2022-09-09 07:26:22 (item: 5666)
2022-09-09 07:26:31 (item: 16062)
2022-09-09 07:28:12 (item: 3710)"
84689,"2022-08-27 02:16:05 (item: 3555)
2022-08-27 02:23:14 (item: 1728)"
84693,"2022-08-17 11:00:09 (item: 13747)
2022-08-17 11:05:17 (item: 7036)
2022-08-17 11:09:17 (item: 16372)"
84718,"2022-08-25 03:47:14 (item: 4001)
2022-08-25 03:57:07 (item: 2452)"
84738,"2022-08-07 03:41:32 (item: 16860)
2022-08-07 03:43:41 (item: 9659)"
84743,"2022-08-03 11:35:01 (item: 9428)
2022-08-03 11:43:00 (item: 11796)"
84752,"2022-07-30 02:43:03 (item: 8117)
2022-07-30 02:47:51 (item: 17548)"
84767,"2022-09-03 08:20:45 (item: 12211)
2022-09-03 08:27:42 (item: 15632)
2022-09-03 08:35:08 (item: 19621)

2022-09-10 13:21:51 (item: 1982)
2022-09-10 13:23:35 (item: 3824)"
84779,"2022-05-29 03:16:52 (item: 12359)
2022-05-29 03:17:00 (item: 14095)"
84803,"2022-09-08 23:21:40 (item: 18589)
2022-09-08 23:28:27 (item: 10311)"
84847,"2022-07-26 09:18:20 (item: 12754)
2022-07-26 09:19:16 (item: 5386)"
84851,"2022-07-19 02:48:34 (item: 16729)
2022-07-19 02:49:33 (item: 4987)"
84857,"2022-07-16 23:12:37 (item: 1522)
2022-07-16 23:20:09 (item: 15917)"
84864,"2022-06-16 02:58:24 (item: 17007)
2022-06-16 02:59:16 (item: 17114)"
84874,"2022-08-23 03:45:04 (item: 18106)
2022-08-23 03:52:22 (item: 7632)"
84883,"2022-08-10 14:24:19 (item: 6806)
2022-08-10 14:26:42 (item: 1771)"
84893,"2022-09-07 17:08:38 (item: 14152)
2022-09-07 17:17:59 (item: 6448)"
84904,"2022-08-18 23:10:38 (item: 9968)
2022-08-18 23:13:31 (item: 14690)"
84919,"2022-07-23 05:52:17 (item: 14844)
2022-07-23 05:53:52 (item: 17249)

2022-07-23 13:48:06 (item: 18910)
2022-07-23 13:48:26 (item: 12484)"
84921,"2022-06-05 15:56:55 (item: 2928)
2022-06-05 16:02:39 (item: 17228)"
84922,"2022-07-17 23:29:14 (item: 11352)
2022-07-17 23:31:12 (item: 3539)"
84927,"2022-06-08 15:43:07 (item: 15294)
2022-06-08 15:48:35 (item: 11528)"
84950,"2022-07-04 04:00:42 (item: 16404)
2022-07-04 04:03:45 (item: 4312)"
84960,"2022-08-21 04:32:06 (item: 3571)
2022-08-21 04:41:19 (item: 1738)"
84967,"2022-08-20 07:31:20 (item: 2716)
2022-08-20 07:38:18 (item: 19247)"
84969,"2022-08-13 11:24:30 (item: 19305)
2022-08-13 11:26:25 (item: 6572)"
84980,"2022-06-30 23:43:14 (item: 6777)
2022-06-30 23:44:54 (item: 8128)"
85000,"2022-07-21 15:46:40 (item: 3459)
2022-07-21 15:55:07 (item: 6035)"
85003,"2022-09-05 12:25:12 (item: 2884)
2022-09-05 12:30:43 (item: 14533)"
85007,"2022-08-03 02:18:09 (item: 8415)
2022-08-03 02:25:36 (item: 17528)

2022-08-19 13:25:45 (item: 3899)
2022-08-19 13:29:21 (item: 6680)"
85017,"2022-07-11 11:31:36 (item: 8075)
2022-07-11 11:33:09 (item: 11493)"
85020,"2022-09-10 13:50:30 (item: 1974)
2022-09-10 13:59:59 (item: 2969)"
85025,"2022-08-11 00:13:48 (item: 4217)
2022-08-11 00:21:48 (item: 19582)"
85042,"2022-07-01 00:28:09 (item: 10115)
2022-07-01 00:30:38 (item: 13492)"
85046,"2022-09-08 10:06:26 (item: 1572)
2022-09-08 10:08:02 (item: 4532)"
85055,"2022-08-03 03:15:03 (item: 3769)
2022-08-03 03:22:18 (item: 2846)"
85060,"2022-09-10 12:10:22 (item: 7436)
2022-09-10 12:10:39 (item: 2371)"
85061,"2022-09-11 09:41:33 (item: 17450)
2022-09-11 09:46:52 (item: 6270)"
85070,"2022-07-01 08:47:53 (item: 5742)
2022-07-01 08:53:22 (item: 11254)"
85100,"2022-08-04 13:58:00 (item: 19319)
2022-08-04 14:03:29 (item: 12573)"
85118,"2022-07-10 17:21:30 (item: 17062)
2022-07-10 17:25:20 (item: 2626)"
85146,"2022-08-07 11:50:15 (item: 2368)
2022-08-07 11:55:17 (item: 14667)"
85194,"2022-08-14 06:18:55 (item: 13133)
2022-08-14 06:28:27 (item: 14136)

2022-08-19 08:16:30 (item: 18827)
2022-08-19 08:24:20 (item: 5296)"
85197,"2022-07-04 15:12:05 (item: 19557)
2022-07-04 15:12:11 (item: 3533)"
85227,"2022-08-27 15:40:39 (item: 7459)
2022-08-27 15:44:47 (item: 6489)"
85243,"2022-08-20 07:32:47 (item: 17226)
2022-08-20 07:39:01 (item: 551)"
85244,"2022-08-10 00:31:16 (item: 4864)
2022-08-10 00:37:47 (item: 19410)

2022-08-30 03:37:29 (item: 17684)
2022-08-30 03:38:01 (item: 8286)

2022-09-03 02:45:17 (item: 732)
2022-09-03 02:50:21 (item: 13910)"
85248,"2022-06-29 00:53:33 (item: 16922)
2022-06-29 00:53:53 (item: 11444)"
85257,"2022-07-10 10:57:55 (item: 17632)
2022-07-10 11:01:57 (item: 2250)"
85258,"2022-08-06 11:28:17 (item: 17959)
2022-08-06 11:28:37 (item: 18361)"
85291,"2022-09-03 23:19:08 (item: 1075)
2022-09-03 23:20:22 (item: 19136)"
85301,"2022-09-04 01:45:22 (item: 10686)
2022-09-04 01:45:51 (item: 16120)"
85302,"2022-06-10 11:16:34 (item: 17141)
2022-06-10 11:21:02 (item: 10487)"
85307,"2022-07-03 09:29:10 (item: 413)
2022-07-03 09:31:41 (item: 1238)"
85322,"2022-07-12 23:04:46 (item: 16944)
2022-07-12 23:05:05 (item: 15253)"
85354,"2022-08-16 12:10:51 (item: 14461)
2022-08-16 12:18:03 (item: 8996)"
85370,"2022-06-21 15:18:27 (item: 6527)
2022-06-21 15:19:14 (item: 5052)"
85375,"2022-07-23 13:09:33 (item: 16358)
2022-07-23 13:18:39 (item: 10745)"
85385,"2022-09-05 22:38:35 (item: 9121)
2022-09-05 22:42:02 (item: 4370)
2022-09-05 22:45:14 (item: 4367)"
85407,"2022-06-27 11:34:39 (item: 13167)
2022-06-27 11:37:27 (item: 3465)"
85415,"2022-09-02 09:25:59 (item: 14472)
2022-09-02 09:31:46 (item: 19169)"
85417,"2022-07-12 06:22:44 (item: 15491)
2022-07-12 06:23:37 (item: 3080)
2022-07-12 06:23:49 (item: 18970)
2022-07-12 06:24:47 (item: 13507)"
85449,"2022-07-27 00:25:54 (item: 17241)
2022-07-27 00:28:31 (item: 10600)"
85457,"2022-08-19 07:48:13 (item: 217)
2022-08-19 07:57:01 (item: 14456)"
85475,"2022-08-28 03:50:43 (item: 15881)
2022-08-28 03:52:16 (item: 17338)"
85476,"2022-08-03 05:19:20 (item: 6122)
2022-08-03 05:26:52 (item: 8616)"
85477,"2022-08-05 23:41:14 (item: 12569)
2022-08-05 23:47:47 (item: 11150)

2022-08-19 11:06:03 (item: 1613)
2022-08-19 11:08:17 (item: 16289)"
85493,"2022-06-21 08:30:18 (item: 12574)
2022-06-21 08:35:55 (item: 1584)

2022-09-04 00:18:53 (item: 13829)
2022-09-04 00:28:34 (item: 8936)"
85496,"2022-08-02 00:59:11 (item: 7638)
2022-08-02 01:04:39 (item: 4364)"
85510,"2022-04-30 08:03:36 (item: 3488)
2022-04-30 08:08:14 (item: 405)"
85515,"2022-08-20 10:48:11 (item: 14799)
2022-08-20 10:54:16 (item: 12985)"
85536,"2022-07-01 00:53:29 (item: 18085)
2022-07-01 01:00:30 (item: 3488)"
85557,"2022-08-23 12:31:40 (item: 11079)
2022-08-23 12:33:00 (item: 12817)
2022-08-23 12:37:49 (item: 7258)"
85581,"2022-03-20 13:20:43 (item: 755)
2022-03-20 13:25:41 (item: 1388)"
85583,"2022-06-01 16:06:25 (item: 11306)
2022-06-01 16:08:36 (item: 16395)"
85587,"2022-08-31 13:56:40 (item: 14692)
2022-08-31 13:58:50 (item: 12361)"
85599,"2022-08-15 09:21:07 (item: 4800)
2022-08-15 09:23:26 (item: 12209)"
85636,"2022-08-11 06:03:10 (item: 5117)
2022-08-11 06:10:25 (item: 3882)"
85671,"2022-05-23 08:10:42 (item: 1086)
2022-05-23 08:11:57 (item: 13010)"
85672,"2022-08-03 14:51:35 (item: 2249)
2022-08-03 15:01:33 (item: 18749)"
85682,"2022-09-03 03:00:16 (item: 15777)
2022-09-03 03:05:55 (item: 8524)"
85717,"2022-08-13 05:25:52 (item: 1549)
2022-08-13 05:26:02 (item: 8246)
2022-08-13 05:26:30 (item: 8072)"
85718,"2022-04-17 13:04:39 (item: 13665)
2022-04-17 13:06:32 (item: 1767)"
85721,"2022-08-10 04:45:26 (item: 13358)
2022-08-10 04:50:58 (item: 6572)"
85733,"2022-07-31 11:26:57 (item: 13447)
2022-07-31 11:28:39 (item: 12479)"
85749,"2022-03-13 03:08:47 (item: 858)
2022-03-13 03:12:55 (item: 10910)"
85776,"2022-07-14 16:26:12 (item: 7008)
2022-07-14 16:35:47 (item: 7807)"
85786,"2022-08-12 03:05:45 (item: 12128)
2022-08-12 03:13:17 (item: 7983)"
85796,"2022-09-11 05:36:17 (item: 1753)
2022-09-11 05:39:55 (item: 1974)"
85799,"2022-09-10 03:04:08 (item: 6729)
2022-09-10 03:05:28 (item: 4578)"
85802,"2022-05-13 13:02:36 (item: 13632)
2022-05-13 13:02:56 (item: 86)

2022-06-24 12:59:49 (item: 13760)
2022-06-24 13:01:21 (item: 18179)"
85814,"2022-09-01 16:50:17 (item: 7156)
2022-09-01 16:53:47 (item: 10559)"
85862,"2022-07-07 03:46:52 (item: 13937)
2022-07-07 03:54:43 (item: 4049)

2022-08-26 10:48:16 (item: 12049)
2022-08-26 10:56:42 (item: 5093)"
85880,"2022-09-04 13:12:47 (item: 6389)
2022-09-04 13:17:46 (item: 7859)"
85892,"2022-08-10 04:49:20 (item: 1657)
2022-08-10 04:54:03 (item: 1549)"
85893,"2022-09-09 14:37:42 (item: 1312)
2022-09-09 14:40:27 (item: 16061)"
85908,"2022-03-18 07:59:45 (item: 3773)
2022-03-18 08:02:27 (item: 1907)

2022-07-01 03:03:08 (item: 3026)
2022-07-01 03:05:26 (item: 8781)

2022-07-17 02:51:43 (item: 493)
2022-07-17 02:54:10 (item: 12726)

2022-07-18 22:18:13 (item: 6157)
2022-07-18 22:22:36 (item: 2905)"
85943,"2022-07-16 03:08:46 (item: 1722)
2022-07-16 03:10:35 (item: 4027)"
85957,"2022-08-15 22:13:24 (item: 3260)
2022-08-15 22:14:37 (item: 6539)

2022-08-16 23:36:45 (item: 16255)
2022-08-16 23:37:32 (item: 17122)

2022-08-20 00:03:40 (item: 17456)
2022-08-20 00:03:50 (item: 9512)"
85958,"2022-08-23 15:37:33 (item: 13605)
2022-08-23 15:39:36 (item: 1639)"
85969,"2022-08-03 10:07:06 (item: 8321)
2022-08-03 10:11:56 (item: 17230)"
